[2023-02-20T03:24:32.894708+01:00] Akmalmp\BelajarPhpMvc\HandlerTest.DEBUG: This is debug [] []
[2023-02-20T06:40:45.279926+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1581 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.280006+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1582 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.280090+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1583 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.280167+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1584 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.280245+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1585 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.280323+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1586 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.280399+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1587 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.280475+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1588 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.280551+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1589 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.280628+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1590 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.280706+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1591 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.280783+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1592 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.280978+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1593 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.281196+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1594 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.281355+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1595 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.281453+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1596 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.281641+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1597 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.281793+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1598 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.281945+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1599 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.282065+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1600 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.282151+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1601 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.282240+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1602 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.282319+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1603 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.282395+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1604 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.282471+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1605 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.282547+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1606 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.282622+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1607 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.282698+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1608 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.282773+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1609 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.282848+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1610 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.282928+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1611 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.283003+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1612 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.283080+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1613 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.283157+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1614 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.283233+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1615 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.283310+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1616 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.283387+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1617 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.283485+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1618 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.283565+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1619 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.283641+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1620 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.283717+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1621 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.283795+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1622 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.283872+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1623 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.283948+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1624 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.284025+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1625 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.284101+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1626 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.284178+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1627 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.284254+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1628 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.284330+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1629 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.284407+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1630 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.284487+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1631 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.284563+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1632 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.284638+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1633 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.284714+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1634 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.284791+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1635 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.284868+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1636 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.284948+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1637 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.285028+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1638 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.285107+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1639 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.285183+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1640 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.285263+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1641 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.285340+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1642 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.285417+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1643 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.285567+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1644 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.285771+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1645 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.285887+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1646 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.285969+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1647 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.286119+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1648 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.286306+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1649 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.286493+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1650 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.286666+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1651 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.286838+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1652 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.287013+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1653 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.287193+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1654 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.287382+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1655 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.287591+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1656 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.287794+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1657 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.287885+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1658 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.287963+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1659 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.288073+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1660 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.288290+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1661 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.288514+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1662 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.288682+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1663 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.288843+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1664 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.289000+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1665 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.289180+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1666 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.289341+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1667 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.289429+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1668 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.289508+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1669 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.289584+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1670 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.289660+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1671 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.289736+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1672 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.289819+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1673 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.289901+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1674 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.289977+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1675 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.290053+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1676 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.290129+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1677 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.290204+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1678 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.290279+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1679 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.290354+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1680 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.290430+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1681 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.290504+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1682 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.290580+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1683 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.290654+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1684 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.290729+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-1685 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
